Item1,Item2
410,71724350.7456
411,71724363.0464
412,71724372.9536
413,71724384.2816
414,71724395.1744
415,71724406.8352
416,71724417.472
417,71724428.608
418,71724439.68
419,71724451.3024
420,71724462.1312
421,71724472.9856
422,71724484.096
423,71724496.0768
424,71724506.5216
425,71724517.696
426,71724528.7424
427,71724540.4288
428,71724551.0528
429,71724562.1504
430,71724572.992
431,71724584.4608
432,71724596.0704
433,71724606.3488
434,71724617.6512
435,71724628.8512
436,71724640.2432
437,71724651.0336
438,71724661.952
439,71724672.9728
440,71724684.8768
441,71724695.232
442,71724707.008
443,71724717.4272
444,71724728.576
445,71724739.648
446,71724751.4752
447,71724761.92
448,71724773.056
449,71724785.0112
450,71724795.4176
451,71724806.7456
452,71724817.6512
453,71724828.6464
454,71724839.68
455,71724850.9312
456,71724862.0416
457,71724872.9856
458,71724884.1344
459,71724895.8208
460,71724906.3552
461,71724917.4656
462,71724928.6656
463,71724940.6336
464,71724951.0272
465,71724961.8816
466,71724973.0048
467,71724984.5888
468,71724995.4432
469,71725006.3616
470,71725018.0736
471,71725028.8
472,71725039.6672
473,71725050.88
474,71725061.9392
475,71725073.1392
476,71725084.0832
477,71725095.2704
478,71725106.9696
479,71725117.5552
480,71725128.6528
481,71725139.9424
482,71725151.36
483,71725162.1376
484,71725172.9664
485,71725184.2176
486,71725196.2368
487,71725206.3872
488,71725217.8816
489,71725228.7744
490,71725240.064
491,71725250.9824
492,71725262.208
493,71725273.2672
494,71725284.9024
495,71725295.3856
496,71725306.5856
497,71725317.4272
498,71725329.216
499,71725339.8656
500,71725350.784
501,71725361.984
502,71725373.4656
503,71725384.1792
504,71725395.2128
505,71725406.3232
506,71725418.4192
507,71725428.5696
508,71725439.9488
509,71725451.584
510,71725462.272
511,71725473.4848
512,71725484.3904
513,71725495.552
514,71725506.56
515,71725517.7216
516,71725528.7424
517,71725540.2496
518,71725550.9504
519,71725562.0736
520,71725573.0688
521,71725584.6272
522,71725595.2384
523,71725606.2976
524,71725617.728
525,71725629.12
526,71725639.9616
527,71725650.7776
528,71725661.952
529,71725673.5104
530,71725684.4032
531,71725695.3728
532,71725706.5472
533,71725717.6704
534,71725728.768
535,71725739.8016
536,71725750.8352
537,71725762.3552
538,71725773.0432
539,71725784.0384
540,71725795.3664
541,71725806.784
542,71725817.728
543,71725828.6592
544,71725839.6672
545,71725851.6352
546,71725862.144
547,71725873.4592
548,71725884.4288
549,71725895.4368
550,71725906.5856
551,71725917.6704
552,71725928.7936
553,71725940.672
554,71725950.8096
555,71725961.9072
556,71725973.1072
557,71725984.896
558,71725995.2768
559,71726006.3488
560,71726017.4976
561,71726029.2096
562,71726039.744
563,71726050.816
564,71726061.952
565,71726073.5744
566,71726084.352
567,71726095.5008
568,71726107.1744
569,71726117.8112
570,71726128.8064
571,71726139.6736
572,71726151.0528
573,71726161.9072
574,71726173.3888
575,71726184.1408
576,71726196.1216
577,71726206.6304
578,71726217.8432
579,71726228.544
580,71726240.1152
581,71726251.008
582,71726261.8752
583,71726273.1776
584,71726284.6976
585,71726295.5904
586,71726306.368
587,71726317.5552
588,71726329.0368
589,71726339.7504
590,71726351.296
591,71726361.92
592,71726373.2608
593,71726384.1024
594,71726395.4816
595,71726406.4512
596,71726417.4336
597,71726428.5952
598,71726440.7296
599,71726450.7776
600,71726461.8752
601,71726473.3952
602,71726484.4544
603,71726495.4752
604,71726506.304
605,71726517.6704
606,71726529.5744
607,71726539.6736
608,71726550.8736
609,71726562.0864
610,71726573.6576
611,71726584.1664
612,71726595.2768
613,71726606.7968
614,71726617.9072
615,71726628.544
616,71726639.7696
617,71726650.816
618,71726661.9392
619,71726673.2928
620,71726684.3392
621,71726695.808
622,71726706.5728
623,71726717.5168
624,71726728.5888
625,71726740.48
626,71726750.7456
627,71726761.9328
628,71726773.2096
629,71726784.576
630,71726795.264
631,71726806.3616
632,71726817.536
633,71726829.5552
634,71726839.9872
635,71726851.1488
636,71726862.0544
637,71726873.92
638,71726884.7616
639,71726895.2448
640,71726906.432
641,71726917.4656
642,71726928.5632
643,71726939.712
644,71726951.0144
645,71726961.9328
646,71726973.9136
647,71726984.1536
648,71726995.2384
649,71727006.3488
650,71727017.9584
651,71727028.7744
652,71727039.7824
653,71727051.2
654,71727062.8608
655,71727073.0496
656,71727084.2752
657,71727095.5904
658,71727107.1488
659,71727117.4528
660,71727128.8064
661,71727139.904
662,71727151.9104
663,71727161.9072
664,71727173.056
665,71727184.064
666,71727195.2128
667,71727206.4256
668,71727217.4848
669,71727228.5568
670,71727240.5888
671,71727251.008
672,71727261.9392
673,71727273.024
674,71727284.6336
675,71727295.3728
676,71727306.4064
677,71727317.4912
678,71727329.1776
679,71727339.904
680,71727350.784
681,71727362.1504
682,71727373.7344
683,71727384.3328
684,71727395.2384
685,71727406.3872
686,71727418.3552
687,71727428.992
688,71727440.2176
689,71727451.0848
690,71727462.2464
691,71727473.3824
692,71727484.4672
693,71727495.4496
694,71727506.496
695,71727517.4656
696,71727529.28
697,71727539.6992
698,71727551.0144
699,71727562.048
700,71727573.6832
701,71727584.1536
702,71727595.2768
703,71727606.592
704,71727617.9584
705,71727628.7744
706,71727639.7824
707,71727650.7904
708,71727662.6176
709,71727673.6128
710,71727684.1344
711,71727695.232
712,71727707.136
713,71727718.3104
714,71727728.6528
715,71727739.8528
716,71727751.0272
717,71727762.176
718,71727773.12
719,71727784.1408
720,71727795.4432
721,71727807.0528
722,71727817.9328
723,71727828.5952
724,71727839.68
725,71727851.3024
726,71727861.888
727,71727873.0752
728,71727884.4032
729,71727896.2944
730,71727906.3552
731,71727917.4912
732,71727928.6144
733,71727940.288
734,71727950.848
735,71727961.9072
736,71727973.0432
737,71727984.7168
738,71727995.2512
739,71728007.5776
740,71728017.4976
741,71728028.8384
742,71728039.9104
743,71728051.136
744,71728061.9136
745,71728073.4336
746,71728084.352
747,71728096.2688
748,71728106.368
749,71728117.5168
750,71728128.8064
751,71728140.2112
752,71728151.04
753,71728161.8816
754,71728173.2992
755,71728185.1392
756,71728195.3152
757,71728206.3616
758,71728217.4848
759,71728229.12
760,71728239.8976
761,71728251.1744
762,71728261.952
763,71728273.7024
764,71728284.5568
765,71728295.552
766,71728306.3936
767,71728317.4784
768,71728328.832
769,71728339.9424
770,71728351.04
771,71728362.8928
772,71728373.0944
773,71728384.1408
774,71728395.52
775,71728407.0656
776,71728417.5104
777,71728428.736
778,71728439.7056
779,71728451.904
780,71728462.3872
781,71728473.0624
782,71728484.16
783,71728495.7696
784,71728506.5344
785,71728517.504
786,71728528.6016
787,71728540.224
788,71728550.784
789,71728562.5216
790,71728573.0816
791,71728584.384
792,71728595.4816
793,71728606.3872
794,71728617.7408
795,71728628.9152
796,71728639.872
797,71728651.456
798,71728662.2208
799,71728673.088
800,71728684.3776
801,71728696.2048
802,71728706.2912
803,71728717.5296
804,71728728.5248
805,71728740.1728
806,71728751.3088
807,71728761.8944
808,71728773.0688
809,71728784.6912
810,71728795.2512
811,71728806.4128
812,71728817.9072
813,71728829.248
814,71728840.4096
815,71728851.0208
816,71728861.9392
817,71728873.2544
818,71728884.1984
819,71728895.2832
820,71728906.816
821,71728917.4912
822,71728930.0224
823,71728939.7888
824,71728951.2832
825,71728962.2016
826,71728973.5808
827,71728984.256
828,71728995.3152
829,71729006.5664
830,71729019.1488
831,71729028.6464
832,71729039.7696
833,71729050.9824
834,71729062.7328
835,71729073.088
836,71729084.1472
837,71729095.3344
838,71729107.328
839,71729117.7088
840,71729128.6016
841,71729139.968
842,71729150.8608
843,71729162.176
844,71729173.3632
845,71729184.1664
846,71729195.8528
847,71729206.4128
848,71729217.5232
849,71729228.6336
850,71729240.5632
851,71729250.816
852,71729261.9648
853,71729273.2032
854,71729284.6848
855,71729295.6032
856,71729306.432
857,71729317.5424
858,71729329.2288
859,71729339.7504
860,71729350.848
861,71729361.9328
862,71729373.6064
863,71729385.3056
864,71729395.2896
865,71729406.3872
866,71729417.472
867,71729428.6464
868,71729440.064
869,71729451.0464
870,71729462.1056
871,71729473.7024
872,71729484.4544
873,71729495.3088
874,71729506.4576
875,71729518.0544
876,71729528.8064
877,71729539.7504
878,71729551.0272
879,71729562.5728
880,71729573.3376
881,71729584.384
882,71729595.3536
883,71729606.9632
884,71729617.5232
885,71729628.6208
886,71729639.7824
887,71729651.9296
888,71729662.9504
889,71729673.3568
890,71729684.3008
891,71729695.3088
892,71729706.5088
893,71729717.5168
894,71729728.5632
895,71729739.8016
896,71729751.3984
897,71729762.0224
898,71729773.1328
899,71729784.1664
900,71729796.1728
901,71729806.4128
902,71729817.7024
903,71729828.8768
904,71729840.3456
905,71729850.9056
906,71729862.1824
907,71729873.9968
908,71729884.3904
909,71729895.2576
910,71729906.8672
911,71729917.9776
912,71729928.8448
913,71729939.9424
914,71729951.104
915,71729962.1888
916,71729973.3248
917,71729984.4352
918,71729995.52
919,71730007.0272
920,71730017.7152
921,71730028.9536
922,71730039.744
923,71730051.1104
924,71730061.9136
925,71730073.2416
926,71730084.1472
927,71730095.7184
928,71730106.432
929,71730117.5296
930,71730129.0496
931,71730140.1472
932,71730150.8864
933,71730161.9712
934,71730173.312
935,71730184.5632
936,71730195.712
937,71730206.4512
938,71730217.4848
939,71730228.6848
940,71730239.7824
941,71730250.8032
942,71730262.1696
943,71730273.2672
944,71730284.7744
945,71730295.488
946,71730306.4576
947,71730317.5552
948,71730328.9984
949,71730339.7504
950,71730350.8096
951,71730362.176
952,71730374.0288
953,71730384.1408
954,71730395.5456
955,71730406.3744
956,71730417.9456
957,71730428.6848
958,71730439.7696
959,71730450.816
960,71730462.8096
961,71730473.5616
962,71730484.1984
963,71730495.2832
964,71730506.5088
965,71730517.5296
966,71730528.6528
967,71730539.968
968,71730550.9376
969,71730562.8288
970,71730573.056
971,71730584.1664
972,71730595.3664
973,71730607.7312
974,71730617.7664
975,71730628.9408
976,71730640
977,71730651.4176
978,71730662.2464
979,71730673.1776
980,71730684.4032
981,71730696.2688
982,71730706.7008
983,71730717.5296
984,71730728.6016
985,71730740.3008
986,71730751.0656
987,71730761.9712
988,71730773.1712
989,71730784.4352
990,71730795.5072
991,71730806.656
992,71730817.5232
993,71730830.1312
994,71730839.872
995,71730851.8528
996,71730861.9904
997,71730873.1008
998,71730884.4672
999,71730896.2304
1000,71730906.7776
1001,71730917.5168
1002,71730929.1136
1003,71730939.8784
1004,71730950.7712
1005,71730962.3168
1006,71730973.2096
1007,71730984.192
1008,71730995.5712
1009,71731006.7328
1010,71731018.752
1011,71731029.0304
1012,71731039.808
1013,71731050.8544
1014,71731063.04
1015,71731073.088
1016,71731084.1984
1017,71731095.3216
1018,71731106.9696
1019,71731118.016
1020,71731128.6144
1021,71731139.8144
1022,71731150.8992
1023,71731161.9712
1024,71731173.056
1025,71731184.384
1026,71731195.328
1027,71731207.1424
1028,71731218.0224
1029,71731228.6592
1030,71731240.0768
1031,71731252.0064
1032,71731262.2976
1033,71731273.088
1034,71731284.2496
1035,71731296.192
1036,71731306.6368
1037,71731317.888
1038,71731329.1776
1039,71731339.9168
1040,71731350.7712
1041,71731362.3808
1042,71731373.44
1043,71731384.4096
1044,71731395.2896
1045,71731406.6048
1046,71731418.0992
1047,71731428.8256
1048,71731439.9488
1049,71731450.8544
1050,71731463.1168
1051,71731473.152
1052,71731484.48
1053,71731495.5648
1054,71731506.9184
1055,71731518.6176
1056,71731528.832
1057,71731540.0448
1058,71731551.296
1059,71731562.0224
1060,71731573.184
1061,71731584.3712
1062,71731595.5328
1063,71731607.296
1064,71731617.7664
1065,71731629.0176
1066,71731639.8208
1067,71731651.6096
1068,71731662.3488
1069,71731673.1136
1070,71731684.48
1071,71731695.7184
1072,71731706.7008
1073,71731717.7728
1074,71731728.704
1075,71731741.3376
1076,71731750.9248
1077,71731762.2784
1078,71731773.1584
1079,71731784.6912
1080,71731795.3152
1081,71731806.5024
1082,71731817.7536
1083,71731829.3248
1084,71731839.8464
1085,71731851.0848
1086,71731862.208
1087,71731873.3696
1088,71731884.608
1089,71731895.296
1090,71731906.4448
1091,71731918.1568
1092,71731928.9344
1093,71731939.7888
1094,71731951.1168
1095,71731963.1744
1096,71731973.3504
1097,71731984.3456
1098,71731995.456
1099,71732007.0528
1100,71732017.5744
1101,71732028.6592
1102,71732039.8848
1103,71732051.392
1104,71732062.1056
1105,71732073.28
1106,71732084.2112
1107,71732095.3856
1108,71732106.6112
1109,71732117.7856
1110,71732129.2672
1111,71732139.7376
1112,71732150.912
1113,71732161.984
1114,71732173.824
1115,71732184.128
1116,71732195.5328
1117,71732206.6432
1118,71732218.5088
1119,71732228.9536
1120,71732239.9232
1121,71732250.9056
1122,71732262.8096
1123,71732273.2544
1124,71732284.4672
1125,71732295.6928
1126,71732306.4192
1127,71732317.5808
1128,71732328.6272
1129,71732339.8272
1130,71732351.0912
1131,71732362.0096
1132,71732374.144
1133,71732384.2304
1134,71732395.52
1135,71732406.5024
1136,71732418.048
1137,71732428.6976
1138,71732439.7824
1139,71732451.1744
1140,71732463.1296
1141,71732473.28
1142,71732484.672
1143,71732495.3216
1144,71732507.1104
1145,71732518.0032
1146,71732528.6528
1147,71732540.1344
1148,71732550.8864
1149,71732562.1632
1150,71732573.4272
1151,71732584.192
1152,71732595.392
1153,71732607.232
1154,71732617.9968
1155,71732628.6336
1156,71732639.8336
1157,71732652.0064
1158,71732662.1824
1159,71732673.344
1160,71732684.5184
1161,71732695.9488
1162,71732706.6496
1163,71732717.5808
1164,71732728.7168
1165,71732740.544
1166,71732750.912
1167,71732762.0224
1168,71732773.248
1169,71732784.448
1170,71732795.5072
1171,71732807.2832
1172,71732817.792
1173,71732828.928
1174,71732840.0384
1175,71732851.4304
1176,71732862.1952
1177,71732873.3056
1178,71732884.4928
1179,71732895.8336
1180,71732906.3808
1181,71732917.8112
1182,71732928.64
1183,71732940.416
1184,71732950.8608
1185,71732962.0864
1186,71732973.3632
1187,71732985.1392
1188,71732995.3536
1189,71733006.7584
1190,71733017.5616
1191,71733028.9408
1192,71733040.0128
1193,71733052.0192
1194,71733062.0416
1195,71733073.3312
1196,71733084.4672
1197,71733095.936
1198,71733106.496
1199,71733117.824
1200,71733128.704
1201,71733140.3264
1202,71733150.8864
1203,71733162.0992
1204,71733173.4144
1205,71733185.3056
1206,71733195.5328
1207,71733206.5024
1208,71733218.0096
1209,71733229.248
1210,71733239.8592
1211,71733251.0976
1212,71733261.9904
1213,71733273.1008
1214,71733284.8384
1215,71733295.488
1216,71733306.4448
1217,71733317.5808
1218,71733329.3184
1219,71733339.9168
1220,71733351.1296
1221,71733361.9968
1222,71733374.3488
1223,71733384.4352
1224,71733395.5712
1225,71733406.4768
1226,71733418.7008
1227,71733428.6848
1228,71733439.9488
1229,71733451.1616
1230,71733463.0016
1231,71733473.2672
1232,71733484.48
1233,71733495.552
1234,71733506.6624
1235,71733518.4256
1236,71733528.8832
1237,71733539.7632
1238,71733551.1296
1239,71733562.816
1240,71733573.3632
1241,71733584.4352
1242,71733595.5456
1243,71733607.3472
1244,71733617.792
1245,71733628.6848
1246,71733639.7824
1247,71733651.52
1248,71733662.2464
1249,71733673.152
1250,71733684.224
1251,71733696.1536
1252,71733706.4448
1253,71733717.632
1254,71733728.6784
1255,71733739.8016
1256,71733750.9504
1257,71733763.3536
1258,71733773.4656
1259,71733784.2432
1260,71733795.5328
1261,71733807.296
1262,71733817.5744
1263,71733828.8128
1264,71733839.8592
1265,71733852.5184
1266,71733862.0032
1267,71733873.1648
1268,71733884.5056
1269,71733895.9872
1270,71733906.4576
1271,71733917.6448
1272,71733928.9088
1273,71733940.4032
1274,71733950.9248
1275,71733962.1248
1276,71733973.3888
1277,71733984.4352
1278,71733996.032
1279,71734006.4896
1280,71734017.8048
1281,71734028.7104
1282,71734040.4224
1283,71734050.9312
1284,71734062.1696
1285,71734073.3696
1286,71734085.2864
1287,71734095.5648
1288,71734106.496
1289,71734117.5808
1290,71734129.9712
1291,71734139.8784
1292,71734150.976
1293,71734162.048
1294,71734174.0672
1295,71734184.4736
1296,71734195.328
1297,71734206.6688
1298,71734218.2144
1299,71734228.7744
1300,71734239.872
1301,71734250.944
1302,71734263.0144
1303,71734273.2032
1304,71734284.224
1305,71734295.4496
1306,71734307.5328
1307,71734317.6064
1308,71734328.7168
1309,71734339.8144
1310,71734352.256
1311,71734362.0096
1312,71734373.3632
1313,71734385.4976
1314,71734395.584
1315,71734406.656
1316,71734417.8048
1317,71734428.8768
1318,71734439.9232
1319,71734451.136
1320,71734462.3744
1321,71734473.9968
1322,71734484.4288
1323,71734495.4112
1324,71734506.4448
1325,71734518.4512
1326,71734528.6528
1327,71734539.8528
1328,71734552.1408
1329,71734562.048
1330,71734573.6704
1331,71734584.6016
1332,71734595.7248
1333,71734606.7456
1334,71734617.8304
1335,71734628.9152
1336,71734639.8464
1337,71734651.0976
1338,71734662.0288
1339,71734673.216
1340,71734685.2096
1341,71734695.552
1342,71734706.5088
1343,71734717.8624
1344,71734729.6384
1345,71734740.1216
1346,71734751.2704
1347,71734762.3296
1348,71734773.7216
1349,71734784.3712
1350,71734795.3536
1351,71734806.6432
1352,71734817.9968
1353,71734828.8128
1354,71734839.8592
1355,71734850.8928
1356,71734862.848
1357,71734873.3696
1358,71734884.3264
1359,71734895.3344
1360,71734907.0848
1361,71734917.6064
1362,71734928.704
1363,71734939.9296
1364,71734951.6416
1365,71734962.2784
1366,71734973.3376
1367,71734984.6016
1368,71734995.8144
1369,71735006.5664
1370,71735018.048
1371,71735028.9792
1372,71735039.8208
1373,71735050.816
1374,71735062.016
1375,71735073.1648
1376,71735084.3392
1377,71735095.6544
1378,71735107.4432
1379,71735117.7344
1380,71735128.832
1381,71735139.9936
1382,71735151.8336
1383,71735161.9712
1384,71735173.5424
1385,71735184.256
1386,71735196.5184
1387,71735206.4768
1388,71735218.5728
1389,71735228.928
1390,71735239.8592
1391,71735251.1616
1392,71735262.016
1393,71735273.344
1394,71735284.6976
1395,71735295.4368
1396,71735307.1744
1397,71735317.568
1398,71735328.9984
1399,71735339.904
1400,71735352.0128
1401,71735362.2528
1402,71735373.2352
1403,71735384.5888
1404,71735396.2624
1405,71735406.464
1406,71735417.7792
1407,71735428.8896
1408,71735440.1536
1409,71735451.0976
1410,71735462.1568
1411,71735473.2928
1412,71735485.4144
1413,71735495.5776
1414,71735506.624
1415,71735517.504
1416,71735529.088
1417,71735539.7504
1418,71735550.8864
1419,71735562.048
1420,71735573.7088
1421,71735584.256
1422,71735595.4944
1423,71735606.4512
1424,71735617.9072
1425,71735628.6464
1426,71735640.768
1427,71735650.88
1428,71735662.0544
1429,71735673.3952
1430,71735684.4032
1431,71735695.5264
1432,71735706.3552
1433,71735717.7728
1434,71735729.7408
1435,71735739.8016
1436,71735751.1424
1437,71735761.9968
1438,71735774.1056
1439,71735784.2432
1440,71735795.5712
1441,71735806.4
1442,71735818.2272
1443,71735828.7104
1444,71735840.0512
1445,71735851.0208
1446,71735862.2208
1447,71735873.5104
1448,71735884.4544
1449,71735895.5904
1450,71735906.5344
1451,71735917.8624
1452,71735928.96
1453,71735939.7248
1454,71735951.2064
1455,71735962.4576
1456,71735973.3248
1457,71735984.4608
1458,71735995.3408
1459,71736007.36
1460,71736017.5616
1461,71736028.736
1462,71736040.0256
1463,71736051.2896
1464,71736062.3872
1465,71736073.1776
1466,71736084.224
1467,71736095.8592
1468,71736106.4192
1469,71736117.7344
1470,71736129.0752
1471,71736140.2496
1472,71736150.8992
1473,71736162.0096
1474,71736173.1328
1475,71736184.8064
1476,71736195.6992
1477,71736206.7072
1478,71736217.7664
1479,71736229.0176
1480,71736239.7696
1481,71736251.0336
1482,71736262.2464
1483,71736274.688
1484,71736284.4672
1485,71736295.3728
1486,71736306.7136
1487,71736318.7712
1488,71736329.1264
1489,71736340.0832
1490,71736351.104
1491,71736362.8672
1492,71736373.1328
1493,71736384.4992
1494,71736395.3408
1495,71736407.232
1496,71736417.5104
1497,71736428.8384
1498,71736439.7696
1499,71736451.9296
1500,71736462.3104
1501,71736473.152
1502,71736484.3776
1503,71736495.3984
1504,71736506.432
1505,71736517.5168
1506,71736528.9216
1507,71736540.4672
1508,71736550.8736
1509,71736562.0992
1510,71736573.2992
1511,71736584.7168
1512,71736595.6608
1513,71736606.5152
1514,71736617.7536
1515,71736629.4528
1516,71736639.8464
1517,71736651.264
1518,71736662.0288
1519,71736673.3952
1520,71736684.2112
1521,71736695.2704
1522,71736706.4576
1523,71736717.6704
1524,71736729.6
1525,71736740.0832
1526,71736750.9888
1527,71736762.4448
1528,71736773.632
