Item1,Item2
272,76731576.294400007
273,76731639.014400005
274,76731701.478400007
275,76731763.903999999
276,76731826.393600002
277,76731888.998400003
278,76731951.398400009
279,76732014.079999998
280,76732076.44160001
281,76732138.905599996
282,76732201.548800007
283,76732263.961600006
284,76732326.412799999
285,76732389.094400004
286,76732451.417600006
287,76732514.252800003
288,76732576.576000005
289,76732638.912
290,76732701.619200006
291,76732764.121600002
292,76732826.444800004
293,76732889.113600001
294,76732951.628800005
295,76733013.990400001
296,76733076.556800008
297,76733139.328000009
298,76733201.62560001
299,76733264.179200009
300,76733326.707200006
301,76733389.158399999
302,76733451.673600003
303,76733514.188800007
304,76733576.652800009
305,76733639.180800006
306,76733701.836800009
307,76733764.0704
308,76733826.700800002
309,76733889.088
310,76733951.667199999
311,76734014.259200007
312,76734076.684799999
313,76734139.136000007
314,76734201.817599997
315,76734264.128000006
316,76734326.796800002
317,76734389.286400005
318,76734451.7632
319,76734514.444800004
320,76734576.819200009
321,76734639.142399997
322,76734701.836800009
323,76734764.339200005
324,76734826.662400007
325,76734889.267200008
326,76734951.884800002
327,76735014.246399999
328,76735076.812800005
329,76735139.379199997
330,76735201.868799999
331,76735264.230400011
332,76735326.758400008
333,76735389.337600008
334,76735452.108800009
335,76735514.40640001
336,76735576.755199999
337,76735639.436800003
338,76735701.952000007
339,76735764.454400003
340,76735827.084800005
341,76735889.343999997
342,76735951.820800006
343,76736014.310400009
344,76736076.966399997
345,76736139.686399996
346,76736201.907200009
347,76736264.345600009
348,76736327.001599997
349,76736389.670400009
350,76736452.211199999
351,76736514.5088
352,76736576.998400003
353,76736639.385600001
354,76736701.9648
355,76736764.428800002
356,76736827.071999997
357,76736889.446400002
358,76736952.076800004
359,76737014.592000008
360,76737077.094400004
361,76737139.456
362,76737202.124799997
363,76737264.486400008
364,76737327.104000002
365,76737389.504000008
366,76737452.185599998
367,76737514.560000002
368,76737577.164800003
369,76737639.628800005
370,76737702.182400003
371,76737764.492799997
372,76737827.110400006
373,76737889.728
374,76737952.179200009
375,76738014.540800005
376,76738077.209600002
377,76738139.699200004
378,76738202.227200001
379,76738264.716800004
380,76738327.104000002
381,76738389.734400004
382,76738452.249600008
383,76738514.739200011
384,76738577.45920001
385,76738639.782399997
386,76738702.246399999
387,76738764.838400006
388,76738827.174400002
389,76738889.817599997
390,76738952.332800001
391,76739014.681600004
392,76739077.3248
393,76739139.852799997
394,76739202.188800007
395,76739264.832000002
396,76739327.193599999
397,76739389.824000001
398,76739452.351999998
399,76739514.905599996
400,76739577.343999997
401,76739639.73120001
402,76739702.412799999
403,76739764.902400002
404,76739827.328000009
405,76739889.945600003
406,76739952.435200006
407,76740014.873600006
408,76740077.286400005
409,76740139.96800001
410,76740202.483199999
411,76740264.98560001
412,76740327.372800007
413,76740389.9648
414,76740452.492799997
415,76740514.854400009
416,76740577.356800005
417,76740639.910400003
418,76740702.527999997
419,76740764.889600009
420,76740827.417600006
421,76740890.009599999
422,76740952.499200001
423,76741014.886399999
424,76741077.542400002
425,76741139.9296
426,76741202.547200009
427,76741264.9472
428,76741327.564800009
429,76741389.952000007
430,76741452.672000006
431,76741515.225600004
432,76741577.600000009
433,76741640.025600001
434,76741702.796800002
435,76741765.120000005
436,76741827.507200003
437,76741890.150399998
438,76741952.640000001
439,76742015.180800006
440,76742077.670400009
441,76742140.108800009
442,76742202.636800006
443,76742265.036799997
444,76742327.539200008
445,76742390.028800011
446,76742452.633599997
447,76742515.18720001
448,76742577.740800008
449,76742640.230400011
450,76742702.719999999
451,76742765.107199997
452,76742827.609600008
453,76742890.214400008
454,76742952.7808
455,76743015.308799997
456,76743077.631999999
457,76743140.159999996
458,76743202.726400003
459,76743265.292800009
460,76743327.8336
461,76743390.156800002
462,76743452.748800009
463,76743515.315200001
464,76743577.676799998
465,76743640.243200004
466,76743702.886399999
467,76743765.350400001
468,76743827.903999999
469,76743890.2016
470,76743952.883200005
471,76744015.359999999
472,76744077.785600007
473,76744140.44160001
474,76744203.404799998
475,76744265.395199999
476,76744327.910400003
477,76744390.425600007
478,76744452.953600004
479,76744515.263999999
480,76744577.945600003
481,76744640.435200006
482,76744702.976000011
483,76744765.38880001
484,76744828.390400007
485,76744890.304000005
486,76744952.98560001
487,76745015.359999999
488,76745077.887999997
489,76745140.377599999
490,76745203.033600003
491,76745265.535999998
492,76745327.859200001
493,76745390.361599997
494,76745453.094400004
495,76745515.750400007
496,76745578.048000008
497,76745640.422399998
498,76745703.078400001
499,76745765.4912
500,76745828.044799998
501,76745890.457599998
502,76745953.100800008
503,76746015.449600011
504,76746078.886399999
505,76746140.633599997
506,76746203.123199999
507,76746265.472000003
508,76746328.358400002
509,76746390.681600004
510,76746453.158399999
511,76746515.507200003
512,76746578.0352
513,76746640.742400005
514,76746703.091200009
515,76746765.568000004
516,76746828.211199999
517,76746890.611200005
518,76746953.113600001
519,76747015.73120001
520,76747078.092800006
521,76747140.761600003
522,76747203.110400006
523,76747265.612800002
524,76747328.153600007
525,76747390.784000009
526,76747453.286400005
527,76747515.776000008
528,76747578.316799998
529,76747640.614399999
530,76747703.308799997
531,76747765.69600001
532,76747828.313600004
533,76747890.764799997
534,76747953.523200005
535,76748015.6928
536,76748078.387199998
537,76748140.684799999
538,76748203.392000005
539,76748265.740800008
540,76748328.37120001
541,76748390.809600011
542,76748453.414399996
543,76748515.750400007
544,76748578.393600002
545,76748640.921599999
546,76748703.385600001
547,76748765.887999997
548,76748828.275200009
549,76748890.918400005
550,76748953.433600008
551,76749015.936000004
552,76749078.47680001
553,76749141.158399999
554,76749203.328000009
555,76749266.137600005
556,76749328.37120001
557,76749390.988800004
558,76749453.4912
559,76749515.852799997
560,76749578.585600004
561,76749640.857600003
562,76749703.462400004
563,76749765.939199999
564,76749828.60800001
565,76749890.905599996
566,76749953.766400009
567,76750015.884800002
568,76750078.451200008
569,76750140.902400002
570,76750203.507200003
571,76750266.086400002
572,76750328.614399999
573,76750390.937600002
574,76750453.619200006
575,76750516.0704
576,76750578.457599998
577,76750641.011200011
578,76750703.628800005
579,76750766.144000009
580,76750828.646400005
581,76750891.033600003
582,76750953.651199996
583,76751016.20480001
584,76751078.527999997
585,76751141.068800002
586,76751203.673600003
587,76751266.214400008
588,76751328.755199999
589,76751391.232000008
590,76751453.747199997
591,76751516.2368
592,76751578.688000008
593,76751641.088
594,76751703.807999998
595,76751766.272
596,76751828.787200004
597,76751891.315200001
598,76751953.664000005
599,76752016.217600003
600,76752078.796800002
601,76752141.22240001
602,76752203.852799997
603,76752266.304000005
604,76752328.755199999
605,76752391.308799997
606,76752453.887999997
607,76752516.403200001
608,76752578.88000001
609,76752641.228799999
610,76752703.8336
611,76752766.540800005
612,76752828.953600004
613,76752891.251200005
614,76752953.907200009
615,76753016.435200006
616,76753078.835199997
617,76753141.286400005
618,76753203.916800007
619,76753266.457599998
620,76753329.075200006
621,76753391.462400004
622,76753453.977600008
623,76753516.377599999
624,76753579.008000001
625,76753641.446400002
626,76753703.987200007
627,76753766.323200002
628,76753828.889600009
629,76753891.507200003
630,76753954.022400007
631,76754016.537600011
632,76754078.976000011
633,76754141.542400002
634,76754204.044799998
635,76754266.419200003
636,76754328.921599999
637,76754391.577600002
638,76754454.028800011
639,76754516.620800003
640,76754579.136000007
641,76754641.510399997
642,76754704.281599998
643,76754766.630400002
644,76754828.979200006
645,76754891.622400001
646,76754954.009599999
647,76755016.67840001
648,76755079.065600008
649,76755141.504000008
650,76755204.006400004
651,76755266.6752
652,76755329.203199998
653,76755391.641599998
654,76755454.092800006
655,76755516.902400002
656,76755579.200000003
657,76755641.612800002
658,76755704.20480001
659,76755766.604800001
660,76755829.286400005
661,76755891.750400007
662,76755954.150399998
663,76756016.563199997
664,76756079.244800001
665,76756141.772799999
666,76756204.300800011
667,76756266.790399998
668,76756329.139200002
669,76756391.795200005
670,76756454.16960001
671,76756516.659199998
672,76756579.225600004
673,76756641.868799999
674,76756704.37120001
675,76756766.796800002
676,76756829.312000006
677,76756891.865600005
678,76756954.265600011
679,76757016.704000011
680,76757079.347200006
681,76757141.875200003
682,76757204.556800008
683,76757266.841600001
684,76757329.267200008
685,76757391.718400002
686,76757454.451200008
687,76757517.107199997
688,76757579.315200001
689,76757641.804800004
690,76757704.358400002
691,76757767.040000007
692,76757829.414399996
693,76757891.788800001
694,76757954.470400006
695,76758016.819200009
696,76758079.462400004
697,76758141.952000007
698,76758204.582400009
699,76758267.366400003
700,76758329.343999997
701,76758391.872000009
702,76758454.553599998
703,76758517.068800002
704,76758579.392000005
705,76758641.971200004
706,76758704.550400004
707,76758767.078400001
708,76758829.439999998
709,76758891.903999999
710,76758954.585600004
711,76759016.972800002
712,76759079.488000005
713,76759142.118400007
714,76759204.60800001
715,76759266.9824
716,76759329.523200005
717,76759392
718,76759454.694399998
719,76759517.235200003
720,76759579.520000011
721,76759642.009599999
722,76759704.512000009
723,76759767.065600008
724,76759829.555200011
725,76759892.006400004
726,76759954.700800002
727,76760016.998400003
728,76760079.628800005
729,76760142.041600004
730,76760204.556800008
731,76760267.084800005
732,76760329.715200007
733,76760392.37120001
734,76760454.758400008
735,76760517.107199997
736,76760579.699200004
737,76760642.252800003
738,76760704.614399999
739,76760767.206400007
740,76760829.9648
741,76760892.198400006
742,76760954.828800008
743,76761017.164800003
744,76761079.744000003
745,76761142.156800002
746,76761204.787200004
747,76761267.238399997
748,76761329.868799999
749,76761392.332800001
750,76761455.0528
751,76761517.209600002
752,76761579.878399998
753,76761642.227200001
754,76761704.729599997
755,76761767.398400009
756,76761829.900800005
757,76761892.326399997
758,76761954.803200006
759,76762017.305600002
760,76762079.8336
761,76762142.33600001
762,76762204.889600009
763,76762267.430399999
764,76762329.971200004
765,76762392.3072
766,76762454.899200007
767,76762517.299199998
768,76762579.814400002
769,76762642.355200008
770,76762704.972800002
771,76762767.347200006
772,76762829.887999997
773,76762892.556800008
774,76762954.88000001
775,76763017.548800007
776,76763080.025600001
777,76763143.11680001
778,76763205.056000009
779,76763267.596799999
780,76763329.93280001
781,76763392.601600006
782,76763454.988800004
783,76763517.631999999
784,76763580.211199999
785,76763642.470400006
786,76763705.216000006
787,76763767.603200004
788,76763830.131200001
789,76763892.633599997
790,76763955.097599998
791,76764017.484800011
792,76764080.076800004
793,76764142.540800005
794,76764205.171200007
795,76764267.686399996
796,76764330.060800001
797,76764392.524800003
798,76764455.206400007
799,76764517.657600001
800,76764580.262400001
801,76764642.560000002
802,76764705.292800009
803,76764767.59040001
804,76764830.16960001
805,76764892.723200008
806,76764955.263999999
807,76765017.792000011
808,76765080.255999997
809,76765142.64320001
810,76765205.260800004
811,76765267.801600009
812,76765330.150399998
813,76765392.691200003
814,76765455.296000004
815,76765517.824000001
816,76765580.198400006
817,76765642.6752
818,76765705.523200005
819,76765767.73120001
820,76765830.272
821,76765892.876800001
822,76765955.251200005
823,76766017.740800008
824,76766080.345600009
825,76766142.758400008
826,76766205.299199998
827,76766268.057600006
828,76766330.342399999
829,76766392.806400001
830,76766455.359999999
831,76766517.952000007
832,76766580.454400003
833,76766642.88000001
834,76766705.638400003
835,76766768.038400009
836,76766830.387199998
837,76766892.812800005
838,76766955.340800002
839,76767018.060800001
840,76767080.332800001
841,76767142.937600002
842,76767205.376000002
843,76767267.865600005
844,76767330.393600002
845,76767393.011200011
846,76767455.398400009
847,76767518.054399997
848,76767580.582400009
849,76767643.084800005
850,76767705.433600008
851,76767768.076800004
852,76767830.553599998
853,76767893.068800002
854,76767955.456
855,76768017.971200004
856,76768080.614399999
857,76768142.95040001
858,76768205.811200008
859,76768268.006400004
860,76768330.534400001
861,76768393.024000004
862,76768455.5264
863,76768518.233600006
864,76768580.646400005
865,76768643.18720001
866,76768705.587200001
867,76768768.06400001
868,76768830.886399999
869,76768893.08160001
870,76768955.596799999
871,76769018.060800001
872,76769080.742400005
873,76769143.193599999
874,76769205.772799999
875,76769268.211199999
876,76769330.752000004
877,76769393.267200008
878,76769455.680000007
879,76769518.297600001
880,76769580.646400005
881,76769643.174400002
882,76769705.856000006
883,76769768.320000008
884,76769830.707200006
885,76769893.145600006
886,76769955.724800006
887,76770018.163200006
888,76770080.870399997
889,76770143.206400007
890,76770205.747199997
891,76770268.428800002
892,76770330.88000001
893,76770393.241600007
894,76770455.807999998
895,76770518.425600007
896,76770580.761600003
897,76770643.2896
898,76770705.792000011
899,76770768.358400002
900,76770830.924800009
901,76770893.452800006
902,76770955.788800001
903,76771018.867200002
904,76771080.972800002
905,76771143.462400004
906,76771205.836800009
907,76771268.505600005
908,76771330.9824
909,76771393.331200004
910,76771456
911,76771518.540800005
912,76771580.991999999
913,76771643.558400005
914,76771705.945600003
915,76771768.460800007
916,76771831.0528
917,76771893.427200004
918,76771955.916800007
919,76772018.598399997
920,76772081.011200011
921,76772143.628800005
922,76772205.939199999
923,76772268.582400009
924,76772330.9824
925,76772393.600000009
926,76772456
927,76772518.656000003
928,76772581.004800007
929,76772643.532800004
930,76772705.983999997
931,76772768.67840001
932,76772831.193599999
933,76772893.4912
934,76772956.057600006
935,76773018.6752
936,76773081.100800008
937,76773143.552000001
938,76773206.118400007
939,76773268.582400009
940,76773331.35360001
941,76773393.600000009
942,76773456.230400011
943,76773518.656000003
944,76773581.337600008
945,76773643.993600011
946,76773706.163200006
947,76773768.67840001
948,76773831.257600009
949,76773893.887999997
950,76773956.121600002
951,76774018.854400009
952,76774081.31840001
953,76774143.8336
954,76774206.195199996
955,76774268.825599998
956,76774331.212800011
957,76774393.664000005
958,76774456.192000002
959,76774518.873600006
960,76774581.376000002
961,76774643.903999999
962,76774706.252800003
963,76774768.7808
964,76774831.372800007
965,76774893.747199997
966,76774956.2368
967,76775018.944000006
968,76775081.292800009
969,76775143.756800011
970,76775206.33600001
971,76775268.838400006
972,76775331.622400001
973,76775393.817599997
974,76775456.4736
975,76775518.963200003
976,76775581.516800001
977,76775643.82720001
978,76775706.483199999
979,76775768.819200009
980,76775831.5264
981,76775893.86240001
982,76775956.364800006
983,76776018.918400005
984,76776081.408000007
985,76776144.025600001
986,76776206.515200004
987,76776269.08160001
988,76776331.443200007
989,76776393.907200009
990,76776456.447999999
991,76776519.11680001
992,76776581.465599999
993,76776644.0704
994,76776706.57280001
995,76776768.9472
996,76776831.577600002
997,76776893.9648
998,76776956.531200007
999,76777019.071999997
1000,76777081.664000005
1001,76777144.140799999
1002,76777206.566400006
1003,76777269.004800007
1004,76777331.686399996
1005,76777394.188800007
1006,76777456.576000005
1007,76777519.142399997
1008,76777581.708800003
1009,76777644.0704
1010,76777706.57280001
1011,76777769.062399998
1012,76777831.615999997
1013,76777894.105599999
1014,76777956.60800001
1015,76778019.18720001
1016,76778081.689600006
1017,76778144.243200004
1018,76778206.771200001
1019,76778269.286400005
1020,76778331.82720001
1021,76778394.163200006
1022,76778456.640000001
1023,76778519.244800001
1024,76778581.811200008
1025,76778644.198400006
1026,76778706.700800002
1027,76778769.356800005
1028,76778831.73120001
1029,76778894.374400005
1030,76778956.761600003
1031,76779019.2896
1032,76779081.753600001
1033,76779144.294400007
1034,76779206.796800002
1035,76779269.260800004
1036,76779331.865600005
1037,76779394.431999996
1038,76779456.819200009
1039,76779519.449600011
1040,76779581.9648
1041,76779644.288000003
1042,76779706.777600005
1043,76779769.472000003
1044,76779831.936000004
1045,76779894.323200002
1046,76779956.812800005
1047,76780019.66080001
1048,76780081.843199998
1049,76780144.601600006
1050,76780206.848000005
1051,76780269.568000004
1052,76780331.878399998
1053,76780394.483199999
1054,76780456.857600003
1055,76780519.552000001
1056,76780581.952000007
1057,76780644.428800002
1058,76780706.88000001
1059,76780769.600000009
1060,76780832.06400001
1061,76780894.412799999
1062,76780956.91520001
1063,76781019.443200007
1064,76781082.291199997
1065,76781144.460800007
1066,76781206.937600002
1067,76781269.657600001
1068,76781332.006400004
1069,76781394.623999998
1070,76781456.98560001
1071,76781519.475199997
1072,76781582.156800002
1073,76781644.569600001
1074,76781707.046400011
1075,76781769.548800007
1076,76781832.06400001
1077,76781894.707200006
1078,76781957.056000009
1079,76782019.571199998
1080,76782082.086400002
1081,76782144.588799998
1082,76782207.078400001
1083,76782269.593600005
1084,76782332.275200009
1085,76782394.739200011
1086,76782457.203199998
1087,76782519.641599998
1088,76782582.131200001
1089,76782645.4912
1090,76782707.148800001
1091,76782769.664000005
1092,76782832.128000006
1093,76782894.668799996
1094,76782957.171200007
1095,76783019.814400002
1096,76783082.278400004
1097,76783144.857600003
1098,76783207.257600009
1099,76783269.708800003
1100,76783332.364800006
1101,76783394.700800002
1102,76783457.216000006
1103,76783519.89760001
1104,76783582.220799997
1105,76783644.876800001
1106,76783707.315200001
1107,76783769.766400009
1108,76783832.435200006
1109,76783894.899200007
1110,76783957.260800004
1111,76784019.942400008
1112,76784082.431999996
1113,76784144.819200009
1114,76784207.59040001
1115,76784269.86240001
1116,76784332.467200011
1117,76784394.828800008
1118,76784457.331200004
1119,76784519.987200007
1120,76784582.489600003
1121,76784644.966399997
1122,76784707.35360001
1123,76784769.93280001
1124,76784832.409600005
1125,76784894.848000005
1126,76784957.555200011
1127,76785020.288000003
1128,76785082.457599998
1129,76785145.062399998
1130,76785207.436800003
1131,76785270.067200005
1132,76785332.556800008
1133,76785394.931199998
1134,76785457.446400002
1135,76785519.948799998
1136,76785582.5792
1137,76785644.953600004
1138,76785707.635200009
1139,76785769.996800005
1140,76785832.499200001
1141,76785894.988800004
1142,76785957.504000008
1143,76786020.428800002
1144,76786082.649599999
1145,76786145.049600005
1146,76786207.552000001
1147,76786270.054399997
1148,76786332.531200007
1149,76786395.059200004
1150,76786457.753600001
1151,76786520.409600005
1152,76786582.719999999
1153,76786645.08160001
1154,76786707.737599999
1155,76786770.09920001
1156,76786832.793600008
1157,76786895.155200005
1158,76786957.619200006
1159,76787020.288000003
1160,76787082.803200006
1161,76787145.267200008
1162,76787207.705600008
1163,76787270.348800004
1164,76787332.812800005
1165,76787395.161600009
1166,76787457.651199996
1167,76787520.320000008
1168,76787582.835199997
1169,76787645.171200007
1170,76787707.814400002
1171,76787770.227200001
1172,76787833.024000004
1173,76787895.372800007
1174,76787957.760000005
1175,76788020.2368
1176,76788082.892800003
1177,76788145.2544
1178,76788207.884800002
1179,76788270.451200008
1180,76788332.940799996
1181,76788395.276800007
1182,76788457.920000002
1183,76788520.4736
1184,76788583.014400005
1185,76788645.452800006
1186,76788707.814400002
1187,76788770.496000007
1188,76788832.857600003
1189,76788895.513600007
1190,76788957.849600002
1191,76789020.492799997
1192,76789083.008000001
1193,76789145.548800007
1194,76789207.948799998
1195,76789270.400000006
1196,76789333.043200001
1197,76789395.558400005
1198,76789458.060800001
1199,76789520.550400004
1200,76789582.912
1201,76789645.593600005
1202,76789708.006400004
1203,76789770.803200006
1204,76789833.126400009
1205,76789895.475199997
1206,76789957.952000007
1207,76790020.659199998
1208,76790083.084800005
1209,76790145.638400003
1210,76790208
1211,76790270.47680001
1212,76790333.158399999
1213,76790395.507200003
1214,76790458.086400002
1215,76790520.627200007
1216,76790583.193599999
1217,76790645.670400009
1218,76790708.0704
1219,76790770.71360001
1220,76790833.100800008
1221,76790895.59040001
1222,76790958.079999998
1223,76791020.697600007
1224,76791083.225600004
1225,76791145.676799998
1226,76791208.089599997
1227,76791270.630400002
1228,76791333.209600002
1229,76791395.776000008
1230,76791458.2016
1231,76791520.793600008
1232,76791583.296000004
1233,76791645.683200002
1234,76791708.159999996
1235,76791770.828800008
1236,76791833.203199998
1237,76791895.8336
1238,76791958.182400003
1239,76792020.697600007
1240,76792083.212800011
1241,76792145.868799999
1242,76792208.422399998
1243,76792270.899200007
1244,76792333.299199998
1245,76792395.891200006
1246,76792458.419200003
1247,76792520.908800006
1248,76792583.603200004
1249,76792645.913599998
1250,76792708.300800011
1251,76792770.790399998
1252,76792833.382400006
1253,76792895.859200001
1254,76792958.284800008
1255,76793020.902400002
1256,76793083.481600001
1257,76793146.009599999
1258,76793208.3072
1259,76793270.860799998
1260,76793333.504000008
1261,76793395.980800003
1262,76793458.534400001
1263,76793520.895999998
1264,76793583.539200008
1265,76793645.86240001
1266,76793708.364800006
1267,76793771.071999997
1268,76793833.548800007
1269,76793896.051200002
1270,76793958.387199998
1271,76794021.08160001
1272,76794083.430399999
1273,76794145.920000002
1274,76794208.422399998
1275,76794271.270400003
1276,76794333.593600005
1277,76794396.13440001
1278,76794458.560000002
1279,76794521.331200004
1280,76794583.807999998
1281,76794646.105599999
1282,76794708.646400005
1283,76794771.020800009
1284,76794833.587200001
1285,76794896.025600001
1286,76794958.527999997
1287,76795021.030400008
1288,76795083.558400005
1289,76795146.086400002
1290,76795208.550400004
1291,76795271.206400007
1292,76795333.747199997
1293,76795396.211199999
1294,76795458.585600004
1295,76795521.2544
1296,76795583.59040001
1297,76795646.310400009
1298,76795708.595200002
1299,76795771.251200005
1300,76795833.62560001
1301,76795896.153600007
1302,76795958.694399998
1303,76796021.337600008
1304,76796083.801600009
1305,76796146.329600006
1306,76796208.793600008
1307,76796271.359999999
1308,76796333.824000001
1309,76796396.364800006
1310,76796458.700800002
1311,76796521.190400004
1312,76796583.705600008
1313,76796646.220799997
1314,76796708.723200008
1315,76796771.328000009
1316,76796833.907200009
1317,76796896.268800005
1318,76796958.719999999
1319,76797021.235200003
1320,76797083.903999999
1321,76797146.252800003
1322,76797208.832000002
1323,76797271.42400001
1324,76797333.772799999
1325,76797396.467200011
1326,76797458.803200006
1327,76797521.292800009
1328,76797584.115199998
1329,76797646.502400011
1330,76797708.864000008
1331,76797771.404799998
1332,76797833.856000006
1333,76797896.512000009
1334,76797959.014400005
1335,76798021.401600003
1336,76798084.006400004
1337,76798146.534400001
1338,76798209.011200011
1339,76798271.564800009
1340,76798334.067200005
1341,76798396.556800008
1342,76798458.918400005
1343,76798521.433600008
1344,76798584.102400005
1345,76798646.412799999
1346,76798708.966399997
1347,76798771.507200003
1348,76798834.137600005
1349,76798896.588799998
1350,76798959.0528
1351,76799021.4912
1352,76799084.185599998
1353,76799146.623999998
1354,76799209.164800003
1355,76799271.577600002
1356,76799334.182400003
1357,76799396.505600005
1358,76799459.033600003
1359,76799521.920000002
1360,76799584.076800004
1361,76799646.527999997
1362,76799709.209600002
1363,76799771.7632
1364,76799834.073600009
1365,76799896.576000005
1366,76799959.244800001
1367,76800021.670400009
1368,76800084.147200003
1369,76800146.611200005
1370,76800209.2544
1371,76800271.769600004
